Program Time [s],data 0,data 1
27.5953,1.99337e+06,2.54264e+06
27.6362,1.99338e+06,2.54266e+06
27.6762,1.99338e+06,2.54267e+06
27.7163,1.99339e+06,2.54268e+06
27.7562,1.99336e+06,2.5426e+06
27.7973,1.99329e+06,2.5424e+06
27.8372,1.99326e+06,2.5423e+06
27.8776,1.99326e+06,2.54232e+06
27.9173,1.99329e+06,2.54237e+06
27.9573,1.9933e+06,2.5424e+06
27.9982,1.99331e+06,2.54245e+06
28.0383,1.9933e+06,2.54244e+06
28.0782,1.9933e+06,2.54242e+06
28.1182,1.99329e+06,2.5424e+06
28.1592,1.9933e+06,2.54242e+06
28.1996,1.9933e+06,2.54244e+06
28.2392,1.99332e+06,2.54247e+06
28.2794,1.99332e+06,2.54249e+06
28.3206,1.99333e+06,2.5425e+06
28.3605,1.99333e+06,2.54252e+06
28.4002,1.99333e+06,2.54252e+06
28.4402,1.99334e+06,2.54255e+06
28.4803,1.99334e+06,2.54256e+06
28.5222,1.99334e+06,2.54257e+06
28.5612,1.99331e+06,2.54247e+06
28.6012,1.99324e+06,2.5423e+06
28.6413,1.99321e+06,2.54221e+06
28.6822,1.99323e+06,2.54227e+06
28.7222,1.99324e+06,2.54231e+06
28.7622,1.99326e+06,2.54235e+06
